0.500000 100.000000 
0.510000 100.000000 
0.520000 100.000000 
0.530000 100.000000 
0.540000 100.000000 
0.550000 100.000000 
0.560000 100.000000 
0.570000 100.000000 
0.580000 100.000000 
0.590000 100.000000 
0.600000 100.000000 
0.610000 100.000000 
0.620000 99.959999 
0.630000 99.629997 
0.640000 97.529999 
0.650000 90.500000 
0.660000 74.489998 
0.670000 50.950005 
0.680000 27.100000 
0.690000 10.460000 
0.700000 3.690000 
0.710000 0.580000 
0.720000 0.070000 
0.730000 0.010000 
0.740000 0.000000 
0.750000 0.000000 
0.760000 0.000000 
0.770000 0.000000 
0.780000 0.000000 
0.790000 0.000000 
0.800000 0.000000 
0.810000 0.000000 
0.820000 0.000000 
0.830000 0.000000 
0.840000 0.000000 
0.850000 0.000000 
0.860000 0.000000 
0.870000 0.000000 
0.880000 0.000000 
0.890000 0.000000 
0.900000 0.000000 
0.910000 0.000000 
0.920000 0.000000 
0.930000 0.000000 
0.940000 0.000000 
0.950000 0.000000 
0.960000 0.000000 
0.970000 0.000000 
0.980000 0.000000 
0.990000 0.000000 
1.000000 0.000000 
