5 7.861084 5.308105 13.181885 4.428955 
6 10.548096 2.442871 16.862061 2.988037 
7 11.854980 2.366943 18.645020 5.874023 
8 12.697021 3.214844 20.995117 2.162842 
9 12.765869 2.432129 23.436035 2.055908 
10 11.458008 2.320801 26.138184 2.389893 
11 12.000977 3.001953 29.169922 2.352051 
12 10.514893 2.328125 32.319092 2.760986 
13 14.076904 2.880127 35.722900 3.185059 
14 11.823242 2.915771 39.388184 2.178955 
15 13.315186 2.789795 43.217041 3.089111 
16 13.078125 4.147949 47.154053 4.070068 
17 14.591064 3.645020 51.727051 3.291992 
18 14.134033 3.117920 56.177979 4.218018 
19 15.127930 4.079102 61.506836 4.520996 
20 15.503906 4.528076 66.261963 6.890137 
21 16.895996 6.002930 71.045166 4.359863 
22 16.099854 3.974121 75.889893 4.723145 
23 16.557129 6.556885 82.004150 4.261963 
24 17.457031 4.889160 87.446777 7.015137 
25 17.455078 9.455078 92.835938 7.070068 
26 18.757080 5.790039 99.057861 6.858154 
27 18.719971 5.063965 105.226074 7.044922 
28 19.109863 7.474121 112.072998 9.831055 
29 20.096191 9.606934 119.831055 5.617920 
30 20.140869 7.958008 125.550049 7.146973 
31 20.680908 5.522949 132.930908 7.177002 
32 20.354004 9.260010 140.667969 8.257080 
33 20.989014 6.650146 146.718018 8.808838 
34 22.844971 6.832031 153.947998 5.336914 
35 21.106934 11.237061 161.838867 7.955078 
36 22.275146 9.119873 168.009033 10.352051 
37 21.827881 9.582031 175.790039 9.222900 
38 22.884033 10.630859 184.837158 7.493896 
39 23.335938 8.790039 194.201904 7.811035 
40 25.360107 8.310059 200.424805 6.165039 
41 24.148926 7.528076 208.855957 7.748047 
42 24.388184 8.526855 216.986084 8.099854 
43 24.952881 7.955078 227.562012 4.802002 
44 25.205811 7.325195 233.712891 11.333008 
45 25.216797 10.523193 242.271973 11.438965 
46 24.747070 10.277100 252.092041 9.020996 
47 24.822998 12.392090 261.328857 11.217041 
48 25.871826 9.772949 266.551025 9.588867 
49 25.209961 12.654053 277.104004 9.589111 
50 25.923096 12.615967 284.480957 10.938965 
51 27.126953 12.416992 291.136963 12.250977 
52 27.031982 12.911865 304.844971 9.762207 
53 28.528076 12.793945 318.423096 10.006836 
54 28.709961 11.442139 323.010010 11.286865 
55 29.060059 10.536865 335.740967 10.791992 
56 29.504883 11.604980 345.517822 11.556152 
57 29.767090 11.269043 357.244873 11.516113 
58 30.381104 11.652100 368.395020 11.075928 
59 30.343018 11.340820 376.830078 11.535889 
60 30.771973 11.895996 388.613037 12.451904 
61 31.109863 12.843994 397.299805 12.152100 
62 31.622803 12.356934 410.104004 11.044922 
63 32.161865 12.749023 419.330078 12.443848 
64 32.811035 12.824951 428.533936 12.192139 
65 32.788086 11.152100 437.785889 11.330078 
66 34.480957 11.793213 449.603027 11.729980 
67 33.839111 12.093994 462.143066 12.340820 
68 34.226074 12.137939 469.875977 11.783936 
69 34.662842 12.706055 474.494141 12.079834 
70 34.964844 11.708008 502.436035 12.655029 
71 35.015869 12.379150 495.119873 11.737061 
72 35.911133 12.008789 499.472168 11.947021 
73 38.438965 11.897949 523.233154 10.806885 
74 35.909912 12.151123 524.968994 12.372070 
75 36.667969 11.801025 543.535156 12.177979 
76 36.925049 11.588867 556.286865 11.967041 
77 37.993164 12.112061 564.607910 12.635010 
78 37.235107 11.885986 568.595947 12.892090 
79 37.878174 12.251953 580.155029 13.006836 
80 38.104980 12.677979 591.100098 15.104980 
81 38.492188 11.768066 602.920898 16.517090 
82 38.822021 13.447021 624.427002 17.380127 
83 39.849121 13.158936 638.597900 17.080078 
84 39.353027 12.340820 670.840088 18.132080 
85 39.803955 13.536133 660.755859 26.346191 
86 50.096191 15.874023 719.968994 22.515869 
87 40.456055 14.443848 662.797119 22.475098 
88 40.656006 12.292969 653.407227 24.913818 
89 40.991943 14.904053 666.355957 25.591064 
90 40.519043 12.819092 681.066895 27.096924 
91 40.561035 13.897949 717.437012 28.743896 
92 41.008057 16.365967 710.664062 30.632812 
93 45.137939 16.325195 718.599854 31.893066 
94 41.139160 16.176025 729.392822 33.128174 
95 41.149170 14.545898 723.398926 34.286133 
96 41.054199 15.258789 758.756104 37.353027 
97 41.522949 16.447021 761.397949 43.487061 
98 41.354004 16.370850 776.557861 55.177002 
99 41.686035 17.317139 776.482910 66.114014 
100 42.288818 17.367188 785.465820 68.631104 
