0.500000 100.000000 
0.510000 100.000000 
0.520000 100.000000 
0.530000 100.000000 
0.540000 100.000000 
0.550000 100.000000 
0.560000 100.000000 
0.570000 100.000000 
0.580000 100.000000 
0.590000 100.000000 
0.600000 99.980003 
0.610000 99.959999 
0.620000 99.889999 
0.630000 99.800003 
0.640000 99.570000 
0.650000 99.139999 
0.660000 98.349998 
0.670000 97.750000 
0.680000 94.880005 
0.690000 92.529999 
0.700000 87.139999 
0.710000 81.830002 
0.720000 72.389999 
0.730000 61.849998 
0.740000 48.369999 
0.750000 35.270000 
0.760000 22.650000 
0.770000 12.349999 
0.780000 5.960000 
0.790000 2.280000 
0.800000 0.580000 
0.810000 0.170000 
0.820000 0.030000 
0.830000 0.000000 
0.840000 0.000000 
0.850000 0.000000 
0.860000 0.000000 
0.870000 0.000000 
0.880000 0.000000 
0.890000 0.000000 
0.900000 0.000000 
0.910000 0.000000 
0.920000 0.000000 
0.930000 0.000000 
0.940000 0.000000 
0.950000 0.000000 
0.960000 0.000000 
0.970000 0.000000 
0.980000 0.000000 
0.990000 0.000000 
1.000000 0.000000 
